frame,timestamp_video,timestamp_pupildata,x,y,a,b,p,w,h
29, 629774.437227, 629774.437227, 69.104935, 89.825203, 23.486059, 27.938240, 179.391129, 23.486609, 27.937777
30, 629774.445271, 629774.445271, 68.734924, 89.896721, 23.091284, 27.938498, 1.232438, 23.093762, 27.936450
31, 629774.453245, 629774.453245, 68.478065, 89.942863, 23.000950, 28.229589, 0.093249, 23.000965, 28.229576
32, 629774.461268, 629774.461268, 68.080032, 89.977409, 23.215282, 27.979567, 178.399902, 23.219378, 27.976168
33, 629774.469272, 629774.469272, 67.602631, 90.038200, 22.797825, 28.065956, 179.657349, 22.798035, 28.065785
34, 629774.481259, 629774.481259, 67.163689, 90.145485, 22.206400, 27.984100, 177.849823, 22.215589, 27.976806
35, 629774.489408, 629774.489408, 66.742241, 90.154732, 22.527975, 27.508295, 178.903763, 22.529999, 27.506637
36, 629774.497204, 629774.497204, 66.278282, 90.403633, 21.891813, 27.774662, 177.333969, 21.906246, 27.763280
37, 629774.505233, 629774.505233, 65.940910, 90.255585, 21.992260, 27.396065, 177.140747, 22.007353, 27.383942
38, 629774.513215, 629774.513215, 65.770737, 90.132233, 21.890434, 27.652716, 174.046371, 21.960475, 27.597125
39, 629774.521222, 629774.521222, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
40, 629774.529285, 629774.529285, 69.529854, 93.450882, 13.192050, 18.923454, 113.879501, 18.108926, 14.289650
41, 629774.611396, 629774.611396, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
42, 629774.617473, 629774.617473, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
43, 629774.625217, 629774.625217, 167.416122, 109.418404, 13.167411, 14.614683, 97.012596, 14.594165, 13.190149
44, 629774.633259, 629774.633259, 166.826462, 109.500114, 15.435279, 18.893982, 96.896194, 18.848627, 15.490631
45, 629774.641254, 629774.641254, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
46, 629774.649215, 629774.649215, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
47, 629774.657214, 629774.657214, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
48, 629774.665268, 629774.665268, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
49, 629774.673242, 629774.673242, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
50, 629774.681240, 629774.681240, 172.964050, 106.197502, 10.406301, 16.591726, 146.681168, 12.596742, 14.996618
51, 629774.689273, 629774.689273, 172.190994, 105.820961, 13.071455, 16.100956, 154.324982, 13.691354, 15.577244
52, 629774.697327, 629774.697327, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
53, 629774.705353, 629774.705353, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
54, 629774.714180, 629774.714180, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
55, 629774.723553, 629774.723553, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
56, 629774.731547, 629774.731547, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
57, 629774.739226, 629774.739226, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
58, 629774.747231, 629774.747231, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
59, 629774.755590, 629774.755590, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
60, 629774.761547, 629774.761547, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
61, 629774.769275, 629774.769275, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
62, 629774.777290, 629774.777290, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
63, 629774.785396, 629774.785396, 174.627518, 17.370420, 13.270102, 20.965982, 139.381866, 16.963558, 18.108167
64, 629774.794379, 629774.794379, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
65, 629774.801630, 629774.801630, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
66, 629774.809478, 629774.809478, 75.073235, 70.819031, 23.341736, 52.714142, 78.933937, 51.927637, 25.042721
67, 629774.818012, 629774.818012, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000, 0.000000, 0.000000
68, 629774.828570, 629774.828570, 179.566818, 17.696642, 13.166854, 18.734083, 50.604176, 16.716060, 15.649449
69, 629774.839994, 629774.839994, 179.035141, 17.091429, 15.072387, 19.060314, 38.860298, 16.755936, 17.598608
70, 629774.844904, 629774.844904, 87.771545, 61.370190, 22.558767, 28.035971, 49.896271, 25.904113, 24.977801
71, 629774.849491, 629774.849491, 87.085175, 61.265591, 22.873171, 29.212614, 43.675747, 26.089278, 26.380074
72, 629774.858619, 629774.858619, 86.245773, 61.715466, 22.755568, 29.802904, 46.284790, 26.670535, 26.357381
73, 629774.865180, 629774.865180, 85.405853, 62.132519, 22.466805, 29.959955, 48.473511, 26.924627, 26.027307
74, 629774.873196, 629774.873196, 84.347382, 62.805275, 22.695311, 29.252413, 48.183075, 26.538181, 25.816773
75, 629774.881220, 629774.881220, 83.507538, 63.200863, 22.896019, 28.478783, 43.884411, 25.730358, 25.946434
76, 629774.889200, 629774.889200, 82.540855, 63.806526, 22.845377, 27.920652, 43.905323, 25.412902, 25.605828
77, 629774.897208, 629774.897208, 81.932518, 64.195419, 22.688614, 28.052725, 44.058636, 25.424263, 25.599520
78, 629774.905189, 629774.905189, 81.372635, 64.559563, 22.465725, 27.746439, 44.886223, 25.234110, 25.254967
79, 629774.913200, 629774.913200, 80.640274, 64.980110, 22.741405, 28.133709, 40.996113, 25.203773, 25.950856
80, 629774.921228, 629774.921228, 79.993576, 65.345665, 22.625673, 27.653917, 39.396770, 24.774244, 25.746787
81, 629774.929247, 629774.929247, 79.377686, 65.734138, 22.497906, 28.067196, 39.656776, 24.916890, 25.943628
82, 629774.937223, 629774.937223, 78.985229, 66.036888, 22.298626, 27.903261, 39.151321, 24.685791, 25.815353
83, 629774.949735, 629774.949735, 78.380455, 66.391380, 22.452524, 27.597652, 40.206161, 24.727065, 25.579650
84, 629774.957221, 629774.957221, 77.908234, 66.736450, 22.529810, 27.710943, 37.999645, 24.622270, 25.869529
85, 629774.965314, 629774.965314, 77.429764, 67.042427, 22.626060, 27.928715, 37.089512, 24.686696, 26.125060
86, 629774.973507, 629774.973507, 76.985199, 67.285332, 22.608849, 27.610748, 34.393833, 24.316922, 26.118974
87, 629774.981238, 629774.981238, 76.505997, 67.664886, 22.115591, 28.051670, 36.896706, 24.422121, 26.068286
88, 629774.989322, 629774.989322, 76.091370, 67.903015, 22.238268, 27.790918, 35.836044, 24.284993, 26.021429
89, 629774.998421, 629774.998421, 75.669411, 68.064423, 22.349794, 27.787661, 33.797001, 24.163461, 26.225838
90, 629775.005323, 629775.005323, 75.245186, 68.386566, 22.264662, 28.054144, 34.599586, 24.282674, 26.326829
91, 629775.013212, 629775.013212, 74.985085, 68.756897, 21.969322, 27.856821, 33.539017, 23.920702, 26.200260
92, 629775.021291, 629775.021291, 76.185577, 68.728249, 22.259310, 27.928110, 33.966625, 24.172014, 26.290112
93, 629775.029709, 629775.029709, 80.423698, 68.211792, 23.185205, 28.162653, 40.519478, 25.405498, 26.177269
94, 629775.047658, 629775.047658, 87.605995, 67.471664, 24.639862, 28.565948, 55.578804, 27.372724, 25.959009
95, 629775.053267, 629775.053267, 90.533401, 67.252167, 24.355827, 28.564466, 55.315308, 27.272783, 25.793997
96, 629775.061342, 629775.061342, 93.192223, 67.539734, 25.138914, 28.590281, 53.394932, 27.412913, 26.417823
97, 629775.069225, 629775.069225, 95.165283, 67.689613, 25.468534, 28.466253, 59.391644, 27.720237, 26.278551
98, 629775.077358, 629775.077358, 96.882027, 67.744606, 25.578007, 29.567938, 67.978371, 29.040121, 26.175729
99, 629775.085211, 629775.085211, 99.017609, 68.303223, 26.423939, 29.262516, 61.039421, 28.622266, 27.116144
100, 629775.093203, 629775.093203, 99.427269, 68.648537, 26.309420, 29.579041, 64.005081, 28.979589, 26.968290
101, 629775.101192, 629775.101192, 98.642578, 68.621330, 26.311497, 29.575672, 66.180534, 29.068313, 26.870959
102, 629775.109205, 629775.109205, 98.138847, 68.898727, 26.110655, 29.255482, 61.535919, 28.571519, 26.857361
103, 629775.117164, 629775.117164, 97.837219, 68.816978, 26.331009, 29.368935, 60.538685, 28.663591, 27.097138
104, 629775.125209, 629775.125209, 97.324951, 68.729332, 26.219177, 29.751631, 59.411449, 28.878397, 27.177987
105, 629775.133220, 629775.133220, 96.812210, 68.855354, 26.391630, 29.394157, 56.520199, 28.513945, 27.340255
106, 629775.141397, 629775.141397, 96.188522, 68.774902, 26.387716, 29.368704, 58.835831, 28.600879, 27.218046
107, 629775.149247, 629775.149247, 95.871544, 68.764015, 26.142776, 29.497889, 55.362148, 28.457259, 27.271865
108, 629775.157246, 629775.157246, 95.392769, 68.596321, 26.248701, 29.710564, 57.402885, 28.748802, 27.298686
109, 629775.165183, 629775.165183, 94.843796, 68.449265, 25.981989, 29.694403, 56.202538, 28.597230, 27.184918
110, 629775.173164, 629775.173164, 94.473778, 68.555489, 25.904325, 29.639799, 57.981544, 28.639015, 27.006639
111, 629775.181185, 629775.181185, 94.050957, 68.381790, 25.674829, 29.628475, 53.992428, 28.324502, 27.106566
112, 629775.189208, 629775.189208, 93.507004, 68.365143, 25.973259, 29.298182, 55.063419, 28.250929, 27.108646
113, 629775.197214, 629775.197214, 93.094124, 68.105507, 25.532606, 29.331663, 54.508366, 28.108513, 26.873257
114, 629775.205194, 629775.205194, 92.712898, 67.904953, 25.565931, 29.270838, 54.509575, 28.076744, 26.871830
115, 629775.213228, 629775.213228, 92.241669, 67.857437, 25.500238, 29.206665, 53.817421, 27.970696, 26.850170
116, 629775.221181, 629775.221181, 91.795807, 67.677238, 25.268496, 29.315493, 51.618523, 27.825142, 26.900864
117, 629775.229215, 629775.229215, 91.561447, 67.629166, 25.426628, 29.015602, 51.718517, 27.693167, 26.860883
118, 629775.237256, 629775.237256, 91.170151, 67.360283, 25.229523, 29.233810, 51.507767, 27.751225, 26.851704
119, 629775.245200, 629775.245200, 90.828339, 67.360870, 25.403255, 28.767145, 53.077831, 27.600518, 26.666184
120, 629775.253182, 629775.253182, 90.449532, 67.273277, 24.834547, 28.933193, 50.080212, 27.319952, 26.598958
121, 629775.261223, 629775.261223, 90.216728, 67.041519, 24.983982, 28.773037, 51.323856, 27.355856, 26.528176
122, 629775.269194, 629775.269194, 89.799332, 66.942680, 24.752399, 28.852592, 52.347446, 27.394416, 26.357149
123, 629775.277216, 629775.277216, 89.432457, 66.857956, 24.741922, 28.677811, 51.491745, 27.219638, 26.337632
124, 629775.286615, 629775.286615, 89.411499, 66.850739, 24.650627, 28.711626, 50.710602, 27.156239, 26.354308
125, 629775.293187, 629775.293187, 91.245918, 67.098007, 24.591703, 29.151388, 55.587593, 27.776546, 26.134628
126, 629775.301183, 629775.301183, 94.853760, 67.917198, 25.509771, 29.132540, 64.661919, 28.503499, 26.210759
127, 629775.309198, 629775.309198, 96.785950, 68.220985, 25.944221, 28.771606, 63.028484, 28.213155, 26.550438
128, 629775.317439, 629775.317439, 98.626381, 68.834518, 25.682871, 29.141092, 67.274376, 28.651491, 26.227946
129, 629775.325298, 629775.325298, 99.385582, 69.572151, 26.436838, 29.086058, 63.351501, 28.572867, 26.990673
130, 629775.333232, 629775.333232, 98.951881, 69.377693, 26.051521, 28.959307, 62.940983, 28.382022, 26.679281
131, 629775.341263, 629775.341263, 98.766113, 69.184799, 26.073290, 28.645428, 62.484657, 28.116212, 26.643116
132, 629775.350613, 629775.350613, 98.614418, 69.108200, 25.916204, 28.880491, 65.624001, 28.397427, 26.444631
133, 629775.357203, 629775.357203, 98.139839, 68.911377, 25.748167, 29.039171, 63.331558, 28.406896, 26.444088
134, 629775.365214, 629775.365214, 98.101028, 68.593788, 26.155361, 28.895899, 60.621216, 28.260628, 26.840506
135, 629775.373153, 629775.373153, 97.790611, 68.517479, 25.689419, 28.863134, 61.781609, 28.184616, 26.432067
136, 629775.381242, 629775.381242, 97.622063, 68.293571, 25.866661, 28.945059, 61.957672, 28.293530, 26.577749
137, 629775.389174, 629775.389174, 97.166794, 68.154343, 25.486248, 28.985067, 61.721004, 28.237503, 26.312096
138, 629775.397193, 629775.397193, 97.018814, 67.970398, 25.636715, 28.920816, 60.849892, 28.176269, 26.452838
139, 629775.405199, 629775.405199, 96.687004, 67.871841, 25.330210, 29.005232, 60.071442, 28.135351, 26.293061
140, 629775.417152, 629775.417152, 96.467918, 67.802193, 25.574429, 28.839325, 58.460110, 27.983847, 26.507780
141, 629775.427621, 629775.427621, 96.218086, 67.488434, 25.431961, 29.016661, 58.558300, 28.086614, 26.455498
142, 629775.437474, 629775.437474, 95.918594, 67.324478, 25.204508, 29.022337, 60.296051, 28.132943, 26.193526
143, 629775.441624, 629775.441624, 95.798248, 67.215805, 25.342773, 28.860008, 59.883770, 28.016134, 26.272656
144, 629775.449221, 629775.449221, 95.652794, 67.130379, 25.316305, 28.797766, 60.658615, 28.001343, 26.194493
145, 629775.458461, 629775.458461, 95.326538, 66.894424, 25.099056, 28.769791, 57.761078, 27.774638, 26.196049
146, 629775.465162, 629775.465162, 95.253571, 66.819153, 25.181482, 28.954847, 59.008327, 28.003968, 26.234862
147, 629775.473206, 629775.473206, 95.026802, 66.589798, 25.058884, 28.883839, 60.222752, 27.989054, 26.054494
148, 629775.481168, 629775.481168, 94.837700, 66.421249, 25.281853, 28.779808, 58.139881, 27.849386, 26.303253
149, 629775.489172, 629775.489172, 94.709908, 66.213242, 24.945930, 28.707458, 57.536083, 27.676164, 26.085388
150, 629775.497204, 629775.497204, 94.822433, 66.993019, 25.136230, 28.728342, 59.138550, 27.828131, 26.129348
151, 629775.505179, 629775.505179, 94.919792, 67.934601, 25.458151, 28.728415, 61.553703, 28.019905, 26.235934
152, 629775.513198, 629775.513198, 94.724274, 67.867424, 25.428719, 28.727018, 61.626678, 28.016131, 26.209878
153, 629775.521183, 629775.521183, 94.845009, 67.351112, 25.357000, 28.786755, 57.762962, 27.853872, 26.378334
154, 629775.529207, 629775.529207, 94.718506, 67.382492, 25.110451, 28.637432, 57.032314, 27.639977, 26.204368
155, 629775.537255, 629775.537255, 94.706047, 67.351234, 25.188173, 29.090708, 56.552013, 27.962778, 26.434757
156, 629775.545184, 629775.545184, 94.626038, 67.157654, 25.033133, 28.713160, 57.737717, 27.714406, 26.134556
157, 629775.553186, 629775.553186, 94.607452, 67.113396, 25.090101, 28.787447, 58.860558, 27.846846, 26.130125
158, 629775.561242, 629775.561242, 94.397202, 66.980843, 25.253262, 28.466076, 56.199505, 27.511916, 26.289527
159, 629775.569242, 629775.569242, 94.415878, 66.928627, 25.065300, 28.651560, 55.657257, 27.560881, 26.259836
160, 629775.577177, 629775.577177, 94.387779, 66.976860, 25.273365, 28.528641, 56.487404, 27.577058, 26.308406
161, 629775.585195, 629775.585195, 94.258842, 66.867317, 24.977255, 28.845768, 59.449226, 27.897700, 26.031902
162, 629775.593169, 629775.593169, 94.227631, 66.858398, 25.055374, 29.114599, 58.802185, 28.083089, 26.206330
163, 629775.601215, 629775.601215, 94.161613, 66.794678, 25.190647, 28.650522, 59.762711, 27.813877, 26.111479
164, 629775.609167, 629775.609167, 94.083801, 66.693336, 24.959976, 28.910793, 57.230309, 27.811525, 26.179256
165, 629775.617153, 629775.617153, 94.018608, 66.509705, 25.058273, 28.950975, 55.041687, 27.733287, 26.399637
166, 629775.625211, 629775.625211, 93.948402, 66.413368, 25.095303, 28.672604, 53.779022, 27.476510, 26.399505
167, 629775.633188, 629775.633188, 93.820457, 66.328407, 24.971987, 28.865297, 58.425198, 27.852076, 26.097267
168, 629775.641195, 629775.641195, 93.804108, 66.322891, 24.672815, 28.788448, 58.262794, 27.710882, 25.877201
169, 629775.649217, 629775.649217, 93.788750, 66.236633, 24.729721, 28.824400, 58.230698, 27.749939, 25.929636
170, 629775.657210, 629775.657210, 93.649124, 66.196609, 24.926641, 28.691572, 55.716606, 27.552767, 26.179931
171, 629775.665184, 629775.665184, 93.637741, 66.173149, 24.836327, 28.625965, 54.331367, 27.396361, 26.186416
172, 629775.673179, 629775.673179, 93.670570, 66.188789, 24.632471, 28.705303, 56.902771, 27.553918, 25.913986
173, 629775.681232, 629775.681232, 93.137993, 66.241905, 24.459381, 28.951717, 55.430557, 27.585386, 25.990570
174, 629775.689168, 629775.689168, 92.825043, 66.287270, 24.722805, 28.585747, 56.790901, 27.484042, 25.942041
175, 629775.697156, 629775.697156, 92.978561, 66.206505, 24.747078, 28.831308, 57.546307, 27.716987, 25.989052
176, 629775.705165, 629775.705165, 92.961304, 66.151749, 24.972345, 28.757965, 56.536777, 27.661838, 26.181316
177, 629775.713178, 629775.713178, 92.962830, 66.170258, 24.926943, 28.713795, 55.575611, 27.560206, 26.196747
178, 629775.721162, 629775.721162, 93.087585, 66.078445, 24.929401, 28.878216, 55.843517, 27.694261, 26.238413
179, 629775.729167, 629775.729167, 93.080437, 66.165802, 25.181004, 28.843309, 56.410908, 27.773730, 26.356011
180, 629775.737175, 629775.737175, 93.117973, 66.187042, 24.896023, 28.753420, 58.185593, 27.735301, 26.025452
181, 629775.745175, 629775.745175, 93.320511, 65.973503, 25.059427, 28.599882, 57.068554, 27.600855, 26.155706
182, 629775.753173, 629775.753173, 93.321480, 66.022896, 24.799099, 29.041435, 56.834217, 27.839664, 26.141029
183, 629775.761173, 629775.761173, 93.430061, 65.954254, 24.974447, 28.669306, 55.678577, 27.548456, 26.205623
184, 629775.769168, 629775.769168, 93.499001, 66.007133, 24.723125, 28.722389, 54.746578, 27.454811, 26.123589
185, 629775.777172, 629775.777172, 93.635567, 65.974533, 24.913336, 28.859930, 54.861744, 27.615128, 26.286396
186, 629775.785202, 629775.785202, 93.903549, 65.914307, 24.793842, 29.066673, 57.574009, 27.905238, 26.094133
187, 629775.793208, 629775.793208, 93.896935, 65.957253, 25.029110, 28.796581, 57.924538, 27.785921, 26.146548
188, 629775.801198, 629775.801198, 94.090469, 65.906609, 25.072578, 28.854353, 58.689713, 27.883649, 26.147848
189, 629775.809171, 629775.809171, 94.138420, 65.801476, 24.874048, 29.107754, 59.170155, 28.057715, 26.052720
190, 629775.817186, 629775.817186, 94.289536, 65.788719, 25.216858, 28.880920, 58.710564, 27.939954, 26.255598
191, 629775.825184, 629775.825184, 94.412666, 65.759293, 24.956110, 28.986706, 57.342945, 27.873296, 26.193814
192, 629775.833227, 629775.833227, 94.612442, 65.669815, 25.301460, 28.885031, 54.526680, 27.729939, 26.562368
193, 629775.841250, 629775.841250, 94.744232, 65.755096, 25.643229, 28.633842, 57.398476, 27.798835, 26.546127
194, 629775.849201, 629775.849201, 94.845383, 65.636139, 25.495155, 29.080231, 57.123299, 28.071446, 26.601817
195, 629775.857266, 629775.857266, 95.007462, 65.451004, 25.285425, 29.032751, 59.086189, 28.092291, 26.326347
196, 629775.865195, 629775.865195, 95.112839, 65.577827, 25.466429, 29.005663, 58.572094, 28.087578, 26.475563
197, 629775.873195, 629775.873195, 95.099731, 65.552589, 25.516520, 29.004025, 61.654739, 28.255478, 26.343010
198, 629775.885210, 629775.885210, 95.172119, 65.370377, 25.234835, 28.982494, 58.771381, 28.024437, 26.294729
199, 629775.893184, 629775.893184, 95.167740, 65.369408, 25.277632, 29.086674, 55.858952, 27.942969, 26.536461
200, 629775.901179, 629775.901179, 95.315147, 65.389915, 25.370111, 29.164160, 57.277592, 28.108490, 26.534949
201, 629775.909207, 629775.909207, 95.281128, 65.470886, 25.554302, 29.136173, 57.332958, 28.139748, 26.647580
202, 629775.917184, 629775.917184, 95.380058, 65.381226, 25.506573, 29.157555, 58.231270, 28.192930, 26.568910
203, 629775.925180, 629775.925180, 95.294617, 65.390236, 25.535475, 29.051540, 57.413746, 28.077056, 26.603222
204, 629775.933199, 629775.933199, 95.474159, 65.361893, 25.546461, 29.407053, 58.270794, 28.391869, 26.670174
205, 629775.941631, 629775.941631, 95.220787, 65.303963, 25.291574, 29.134726, 56.023003, 27.991138, 26.551689
206, 629775.949195, 629775.949195, 95.366386, 65.299416, 25.457233, 29.242407, 54.828773, 28.043176, 26.772549
207, 629775.957249, 629775.957249, 95.383247, 65.256355, 25.296656, 29.341152, 59.712723, 28.367152, 26.384251
208, 629775.965232, 629775.965232, 95.223198, 65.161758, 25.429171, 29.233793, 60.664253, 28.367157, 26.392457
209, 629775.973181, 629775.973181, 95.174080, 65.198341, 25.437920, 29.140591, 59.735008, 28.246078, 26.427654
210, 629775.981206, 629775.981206, 95.121559, 65.120453, 25.325588, 29.182127, 59.057755, 28.213863, 26.399998
211, 629775.989169, 629775.989169, 95.102959, 65.196259, 25.452370, 29.236101, 57.622475, 28.203055, 26.592488
212, 629775.997213, 629775.997213, 95.029518, 65.240822, 25.456558, 29.033964, 60.313812, 28.198565, 26.378937
213, 629776.005208, 629776.005208, 95.072823, 65.146049, 25.278654, 29.386461, 58.294628, 28.311506, 26.477029
214, 629776.013180, 629776.013180, 94.970764, 65.094467, 25.192198, 29.277596, 55.926392, 28.059362, 26.542356
215, 629776.021235, 629776.021235, 94.878372, 65.101433, 25.346209, 29.227745, 56.802368, 28.120399, 26.569429
216, 629776.029201, 629776.029201, 94.907639, 65.147614, 25.588293, 29.279089, 61.017685, 28.455603, 26.501027
217, 629776.037206, 629776.037206, 94.848961, 65.021591, 25.274099, 29.316036, 58.084545, 28.244658, 26.466003
218, 629776.045216, 629776.045216, 94.695648, 64.965446, 25.300602, 29.347929, 57.554462, 28.242497, 26.528905
219, 629776.053206, 629776.053206, 94.733788, 64.965240, 25.443991, 29.449141, 58.685863, 28.422962, 26.585406
220, 629776.061178, 629776.061178, 94.723213, 64.993858, 25.563728, 29.050262, 60.223915, 28.230433, 26.466291
221, 629776.069194, 629776.069194, 94.712120, 64.975975, 25.521496, 29.352671, 58.474384, 28.356676, 26.623768
222, 629776.077187, 629776.077187, 94.686096, 64.961571, 25.478443, 29.366098, 58.133488, 28.336185, 26.619155
223, 629776.085178, 629776.085178, 94.701195, 64.852364, 25.376925, 29.266863, 57.528320, 28.200710, 26.556685
224, 629776.093170, 629776.093170, 94.640533, 64.957787, 25.494366, 29.267265, 56.521633, 28.172754, 26.698904
225, 629776.101182, 629776.101182, 94.626198, 64.812881, 25.247030, 29.486593, 57.990597, 28.359529, 26.506769
226, 629776.109210, 629776.109210, 94.687744, 64.814255, 25.509787, 29.207088, 57.516644, 28.190490, 26.628923
227, 629776.117138, 629776.117138, 94.526909, 64.584503, 25.507080, 29.364412, 54.303825, 28.110645, 26.882549
228, 629776.125168, 629776.125168, 94.590935, 64.676949, 25.806622, 29.462564, 56.256958, 28.384812, 26.987531
229, 629776.133148, 629776.133148, 94.665215, 64.550941, 25.589880, 29.594397, 57.453888, 28.493338, 26.810445
230, 629776.141181, 629776.141181, 94.520279, 64.525978, 25.672070, 29.564142, 57.187462, 28.476469, 26.873489
231, 629776.149238, 629776.149238, 94.636795, 64.541054, 25.477808, 29.719824, 57.583630, 28.565376, 26.765760
232, 629776.157283, 629776.157283, 94.646049, 64.491493, 25.822363, 29.574898, 58.530472, 28.601063, 26.896993
233, 629776.165189, 629776.165189, 94.646957, 64.453056, 25.369045, 29.864727, 56.329704, 28.558306, 26.831204
234, 629776.173154, 629776.173154, 94.669319, 64.478340, 25.830561, 29.505634, 55.116619, 28.356061, 27.087527
235, 629776.181166, 629776.181166, 94.679131, 64.390045, 25.760033, 29.838301, 57.411999, 28.714964, 27.006561
236, 629776.189220, 629776.189220, 94.615395, 64.390915, 25.663748, 29.818668, 55.476234, 28.550089, 27.067940
237, 629776.197185, 629776.197185, 94.488945, 64.380043, 25.582836, 29.760931, 56.168999, 28.531374, 26.947267
238, 629776.205171, 629776.205171, 94.654434, 64.248154, 25.792566, 29.824078, 56.068302, 28.628845, 27.113121
239, 629776.213165, 629776.213165, 94.470871, 64.295776, 25.920570, 29.539074, 56.405876, 28.480149, 27.079770
240, 629776.221172, 629776.221172, 94.475906, 64.151436, 25.468502, 29.879753, 57.350735, 28.665958, 26.827357
