frame,timestamp_video,timestamp_pupildata,x,y,a,b,p
34, 235123.026144, 235123.026144, 59.292351, 92.157196, 17.311527, 24.220842, 35.804398
35, 235123.039347, 235123.039347, 59.324722, 92.255836, 17.566647, 24.035252, 33.872288
36, 235123.049395, 235123.049395, 59.283062, 92.197334, 17.197922, 23.913187, 34.064766
37, 235123.060100, 235123.060100, 59.300869, 92.180763, 17.181856, 23.872400, 34.048191
38, 235123.069996, 235123.069996, 59.333321, 92.028481, 17.370071, 23.715424, 32.078365
39, 235123.079214, 235123.079214, 59.341591, 92.121124, 17.108038, 23.752296, 33.567951
40, 235123.088971, 235123.088971, 59.459682, 92.032150, 17.006405, 23.454161, 33.059170
41, 235123.103768, 235123.103768, 59.333942, 92.123756, 17.120655, 23.469774, 34.884720
42, 235123.146302, 235123.146302, 59.293076, 92.166641, 16.866198, 22.758867, 33.061985
43, 235123.166989, 235123.166989, 59.259747, 92.254318, 16.824337, 22.755690, 34.617908
44, 235123.196369, 235123.196369, 68.584206, 87.438438, 17.574791, 23.505003, 46.516926
45, 235123.212100, 235123.212100, 75.655334, 84.496536, 17.891813, 22.887899, 51.894897
46, 235123.222874, 235123.222874, 79.476692, 83.437447, 18.675676, 22.412380, 58.258446
47, 235123.233506, 235123.233506, 86.961205, 81.772659, 19.309906, 22.681915, 71.205681
48, 235123.253383, 235123.253383, 93.978966, 80.615791, 19.521318, 22.656525, 80.282173
49, 235123.264829, 235123.264829, 96.125137, 80.399261, 19.135233, 23.673002, 87.312637
50, 235123.303948, 235123.303948, 96.955544, 80.306969, 19.480133, 23.419453, 89.438110
51, 235123.339909, 235123.339909, 97.214546, 80.344711, 19.887512, 23.084030, 91.424995
52, 235123.363851, 235123.363851, 97.402275, 80.211830, 20.069906, 23.218803, 86.914040
53, 235123.394627, 235123.394627, 97.397514, 80.175697, 20.148556, 23.224737, 86.900261
54, 235123.404601, 235123.404601, 97.395744, 80.224609, 20.079964, 23.376902, 87.906464
55, 235123.413845, 235123.413845, 97.469185, 80.128113, 20.143850, 23.559805, 85.732079
56, 235123.422307, 235123.422307, 97.442642, 80.162773, 20.502176, 23.338085, 87.067535
57, 235123.431001, 235123.431001, 97.492897, 80.268295, 20.220690, 23.554012, 89.599304
58, 235123.439397, 235123.439397, 97.589943, 80.158058, 20.516602, 23.796572, 84.199188
59, 235123.448171, 235123.448171, 97.552238, 80.133453, 20.709284, 23.665689, 83.904678
60, 235123.458230, 235123.458230, 97.558510, 80.238243, 20.410799, 23.597889, 87.855820
61, 235123.546864, 235123.546864, 97.674782, 80.102966, 20.645523, 24.384165, 90.062431
62, 235123.557697, 235123.557697, 97.781006, 80.121246, 20.700317, 24.364286, 87.334747
63, 235123.567774, 235123.567774, 97.670181, 80.011612, 21.005718, 24.269630, 88.693680
64, 235123.576614, 235123.576614, 97.587486, 80.075905, 21.060091, 24.722347, 87.542595
65, 235123.586488, 235123.586488, 97.704529, 79.977806, 21.304918, 24.364782, 89.808167
66, 235123.598069, 235123.598069, 97.666885, 80.073418, 21.040895, 24.568298, 88.140663
67, 235123.607242, 235123.607242, 97.576523, 79.973518, 21.270784, 24.716263, 88.813271
68, 235123.616579, 235123.616579, 97.682533, 80.034027, 21.343584, 24.184814, 88.874886
69, 235123.626028, 235123.626028, 97.572273, 79.916763, 21.228992, 24.734459, 88.949837
70, 235123.635448, 235123.635448, 97.573563, 79.942200, 21.434013, 24.655819, 89.569626
71, 235123.650190, 235123.650190, 97.579590, 80.010406, 21.383123, 24.671206, 88.948631
72, 235123.691450, 235123.691450, 83.212563, 84.810822, 20.872810, 24.863203, 63.873707
73, 235123.712923, 235123.712923, 83.285667, 84.645103, 20.501869, 24.571468, 62.381786
74, 235123.730565, 235123.730565, 83.139778, 84.688370, 20.262878, 24.279577, 63.997272
75, 235123.768043, 235123.768043, 83.220558, 84.643684, 20.077690, 23.198156, 61.067837
76, 235123.777176, 235123.777176, 83.114380, 84.720276, 19.292788, 23.022181, 62.514091
77, 235123.786147, 235123.786147, 83.259003, 84.591141, 19.143736, 22.679106, 64.640770
78, 235123.794810, 235123.794810, 83.147507, 84.456207, 18.718229, 22.612221, 65.451668
79, 235123.803028, 235123.803028, 83.103806, 84.462234, 18.553621, 22.195942, 63.944904
80, 235123.811767, 235123.811767, 83.131104, 84.654282, 18.689182, 22.101524, 64.721992
81, 235123.880169, 235123.880169, 77.706070, 87.237228, 17.692711, 21.078913, 55.126274
82, 235123.895205, 235123.895205, 73.594048, 88.980423, 16.657513, 19.967875, 54.606323
83, 235123.914498, 235123.914498, 73.680275, 88.931786, 16.351921, 19.742062, 51.361820
84, 235123.923679, 235123.923679, 73.755165, 88.864243, 16.226147, 19.588308, 47.889549
85, 235123.935686, 235123.935686, 73.720032, 88.864876, 16.113644, 19.256292, 49.295929
86, 235123.956894, 235123.956894, 73.560257, 88.897842, 15.648309, 18.868908, 53.603397
87, 235123.968007, 235123.968007, 73.475540, 88.954613, 15.498940, 18.702967, 54.453510
88, 235123.979420, 235123.979420, 73.443726, 88.900345, 15.338087, 18.758110, 54.922092
89, 235123.991447, 235123.991447, 73.461052, 88.919312, 15.404390, 18.549719, 57.393200
90, 235124.002956, 235124.002956, 73.494255, 88.837982, 15.476786, 18.422508, 54.366287
91, 235124.016320, 235124.016320, 73.335510, 88.836395, 15.137237, 18.333944, 53.408951
92, 235124.028743, 235124.028743, 73.339691, 88.822975, 15.149634, 18.225609, 53.518673
93, 235124.040083, 235124.040083, 73.260040, 88.891365, 15.204339, 17.987322, 54.246059
94, 235124.053527, 235124.053527, 73.222847, 88.852150, 15.078660, 18.002625, 54.014839
95, 235124.067825, 235124.067825, 73.403069, 88.877281, 15.046450, 17.761856, 53.572697
96, 235124.080614, 235124.080614, 73.423904, 88.877045, 14.946293, 17.939411, 54.898304
97, 235124.090007, 235124.090007, 73.312912, 88.787163, 15.148073, 17.763462, 56.259483
98, 235124.099831, 235124.099831, 73.423508, 88.866577, 15.031447, 17.827087, 53.983204
99, 235124.109801, 235124.109801, 73.489037, 88.895462, 14.502366, 17.755043, 57.168407
100, 235124.126301, 235124.126301, 73.423836, 88.818367, 14.824110, 17.966125, 54.287239
101, 235124.156615, 235124.156615, 73.558884, 88.699959, 14.715910, 17.853756, 54.506905
102, 235124.218853, 235124.218853, 82.721992, 77.869446, 13.366853, 17.472700, 68.101166
103, 235124.232607, 235124.232607, 82.858749, 77.925774, 13.611719, 17.491838, 69.141945
104, 235124.242179, 235124.242179, 82.931046, 77.965416, 13.523256, 17.270681, 65.198982
105, 235124.255071, 235124.255071, 82.940720, 77.944672, 13.696449, 17.418001, 69.786453
106, 235124.265806, 235124.265806, 83.206657, 77.887390, 13.469477, 17.459101, 67.002625
107, 235124.274825, 235124.274825, 83.201233, 77.891014, 13.420094, 17.818727, 66.778809
108, 235124.284087, 235124.284087, 83.205032, 77.953445, 13.573732, 17.837679, 68.261353
109, 235124.294389, 235124.294389, 83.276779, 77.977768, 13.654344, 17.711542, 70.057831
110, 235124.303273, 235124.303273, 83.318459, 77.952438, 13.626558, 17.844734, 69.616493
111, 235124.312492, 235124.312492, 83.177818, 77.959282, 13.768536, 17.473297, 69.903908
112, 235124.321192, 235124.321192, 83.318459, 77.952438, 13.626558, 17.844734, 69.616493
113, 235124.340630, 235124.340630, 83.339737, 77.922836, 13.595237, 17.805227, 70.492676
114, 235124.414337, 235124.414337, 83.279053, 77.868141, 13.780085, 17.980305, 70.669212
115, 235124.435793, 235124.435793, 83.317375, 77.702469, 14.092264, 17.852713, 68.777031
116, 235124.447395, 235124.447395, 83.150620, 77.661774, 14.052413, 17.999210, 66.726311
117, 235124.457144, 235124.457144, 83.197754, 77.800964, 13.975325, 18.036469, 71.122704
118, 235124.465893, 235124.465893, 83.156754, 77.847565, 13.933908, 17.995869, 71.892982
119, 235124.476043, 235124.476043, 83.350861, 77.722649, 14.048868, 17.804081, 67.505699
120, 235124.485468, 235124.485468, 83.137024, 77.831306, 14.019061, 18.114832, 70.784485
121, 235124.499873, 235124.499873, 83.280022, 77.675575, 14.196096, 17.797169, 69.441887
122, 235124.508829, 235124.508829, 83.370918, 77.720840, 13.948344, 18.030819, 68.815109
123, 235124.517529, 235124.517529, 83.284836, 77.748901, 14.015170, 18.110748, 69.587975
124, 235124.526095, 235124.526095, 83.305756, 77.824524, 13.827585, 18.337843, 72.063187
125, 235124.536068, 235124.536068, 83.415779, 77.724190, 14.057801, 17.885513, 66.033577
126, 235124.567480, 235124.567480, 83.369530, 77.593834, 14.219642, 18.051119, 68.135803
127, 235124.608875, 235124.608875, 83.441391, 77.630257, 14.210299, 18.228649, 66.944214
128, 235124.638695, 235124.638695, 85.355659, 75.844658, 13.695048, 18.127119, 73.579544
129, 235124.653079, 235124.653079, 85.616142, 75.372467, 14.100520, 18.427551, 72.380043
130, 235124.664082, 235124.664082, 85.435760, 75.352768, 13.875661, 18.417650, 68.544739
131, 235124.673743, 235124.673743, 85.659279, 75.438339, 14.198000, 18.335964, 69.750465
132, 235124.687011, 235124.687011, 85.682487, 75.353233, 14.180129, 18.359558, 70.620514
133, 235124.697114, 235124.697114, 85.625473, 75.365211, 14.082767, 18.468552, 72.225090
134, 235124.705956, 235124.705956, 85.757446, 75.292557, 14.132377, 18.369913, 71.721573
135, 235124.714609, 235124.714609, 85.569809, 75.365128, 14.059267, 18.757662, 71.357208
136, 235124.724503, 235124.724503, 85.602432, 75.365608, 13.977305, 18.812706, 73.076782
137, 235124.733306, 235124.733306, 85.718323, 75.281067, 14.248389, 18.444502, 70.376518
138, 235124.742739, 235124.742739, 85.590080, 75.297333, 13.901683, 18.803864, 72.695427
139, 235124.804589, 235124.804589, 85.598175, 75.324921, 14.124240, 18.818670, 71.271477
140, 235124.846705, 235124.846705, 85.567917, 75.354393, 14.397246, 18.871273, 71.098366
141, 235124.868289, 235124.868289, 85.558548, 75.445801, 14.214195, 19.113052, 69.822433
142, 235124.901532, 235124.901532, 85.519157, 75.455589, 14.281281, 18.787832, 69.140251
143, 235124.915043, 235124.915043, 85.506180, 75.338074, 14.432941, 18.762213, 69.062599
144, 235124.932987, 235124.932987, 85.621964, 75.369064, 14.245067, 18.807531, 71.218376
145, 235124.943535, 235124.943535, 85.594688, 75.408478, 14.142056, 18.944273, 72.009476
146, 235124.954967, 235124.954967, 85.538971, 75.442627, 14.195358, 18.788904, 70.068863
147, 235124.966103, 235124.966103, 85.588402, 75.438049, 14.140463, 18.751308, 72.415680
148, 235124.978136, 235124.978136, 85.608673, 75.356377, 14.137264, 19.013557, 69.959732
149, 235124.988084, 235124.988084, 85.640190, 75.363327, 14.140517, 18.873566, 72.538254
150, 235124.997498, 235124.997498, 85.529800, 75.336418, 14.268977, 18.811855, 71.011742
151, 235125.006622, 235125.006622, 86.353645, 75.062180, 13.994990, 18.969120, 74.732216
152, 235125.067524, 235125.067524, 87.122665, 74.506546, 14.350131, 18.386427, 71.800560
153, 235125.106647, 235125.106647, 87.150146, 74.555313, 14.400136, 18.492590, 73.363464
154, 235125.121618, 235125.121618, 87.071510, 74.506401, 14.393123, 18.523184, 76.010628
155, 235125.133418, 235125.133418, 87.083199, 74.519165, 14.509570, 18.490976, 75.246468
156, 235125.143703, 235125.143703, 87.105316, 74.367996, 14.258073, 18.601919, 74.694939
157, 235125.153515, 235125.153515, 87.131371, 74.464226, 14.261861, 18.393309, 72.558952
158, 235125.162966, 235125.162966, 87.131371, 74.464226, 14.261861, 18.393309, 72.558952
159, 235125.172838, 235125.172838, 87.339836, 74.232880, 13.986172, 18.609261, 73.514069
160, 235125.182123, 235125.182123, 87.373787, 74.264198, 13.670055, 18.685423, 72.434151
161, 235125.191072, 235125.191072, 87.342262, 74.337494, 13.435612, 18.988617, 73.146339
162, 235125.200445, 235125.200445, 86.732704, 73.613808, 14.391059, 18.972469, 80.177277
163, 235125.209776, 235125.209776, 87.234726, 74.041245, 11.950599, 20.003307, 76.132179
164, 235125.222748, 235125.222748, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
165, 235125.307696, 235125.307696, 173.771759, 150.857300, 27.082924, 46.738087, 177.248657
166, 235125.337007, 235125.337007, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
167, 235125.349405, 235125.349405, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
168, 235125.362075, 235125.362075, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
169, 235125.373991, 235125.373991, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
170, 235125.384649, 235125.384649, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
171, 235125.394317, 235125.394317, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
172, 235125.409141, 235125.409141, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
173, 235125.418488, 235125.418488, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
174, 235125.427518, 235125.427518, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
175, 235125.439224, 235125.439224, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
176, 235125.509210, 235125.509210, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
177, 235125.524082, 235125.524082, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
178, 235125.533112, 235125.533112, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
179, 235125.545492, 235125.545492, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
180, 235125.558229, 235125.558229, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
181, 235125.566578, 235125.566578, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
182, 235125.575519, 235125.575519, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
183, 235125.585331, 235125.585331, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
184, 235125.595425, 235125.595425, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
185, 235125.605280, 235125.605280, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
186, 235125.615942, 235125.615942, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
187, 235125.624593, 235125.624593, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
188, 235125.632780, 235125.632780, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
189, 235125.642425, 235125.642425, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
190, 235125.741151, 235125.741151, 88.232109, 73.958183, 15.499480, 20.615631, 74.172127
191, 235125.761484, 235125.761484, 88.179016, 74.145302, 15.849870, 20.579220, 74.393242
192, 235125.770467, 235125.770467, 88.081909, 74.215981, 15.794347, 20.813160, 73.074348
193, 235125.780766, 235125.780766, 88.116867, 74.258118, 15.889109, 21.124645, 72.647415
194, 235125.790897, 235125.790897, 87.992973, 74.289398, 15.891172, 21.097120, 74.018478
195, 235125.799675, 235125.799675, 88.137917, 74.405045, 16.164707, 21.096081, 72.370667
196, 235125.809373, 235125.809373, 87.968422, 74.479408, 16.241621, 21.333517, 72.203110
197, 235125.818654, 235125.818654, 87.979797, 74.470901, 16.246929, 21.298717, 72.517731
198, 235125.827020, 235125.827020, 88.097878, 74.396240, 16.260967, 21.452709, 72.348434
199, 235125.836681, 235125.836681, 88.201622, 74.527016, 16.414911, 21.268827, 72.573547
200, 235125.845165, 235125.845165, 88.133934, 74.496666, 16.608496, 21.389675, 73.164787
201, 235125.855499, 235125.855499, 88.156204, 74.443329, 16.334282, 21.756573, 71.688293
202, 235125.873495, 235125.873495, 88.223953, 74.495689, 16.564451, 21.876781, 72.238411
203, 235125.895706, 235125.895706, 88.211060, 74.435806, 16.395733, 21.867920, 71.167976
204, 235125.910416, 235125.910416, 88.337372, 74.525139, 16.604183, 22.073269, 73.909386
205, 235125.920499, 235125.920499, 88.309677, 74.497650, 16.706930, 22.010216, 74.264641
206, 235125.940464, 235125.940464, 88.291046, 74.421715, 16.808577, 22.210405, 75.228905
207, 235125.953056, 235125.953056, 88.405754, 74.484352, 16.803814, 21.987793, 72.494980
208, 235125.966164, 235125.966164, 88.345657, 74.439285, 16.792013, 21.928679, 73.667107
209, 235125.983401, 235125.983401, 88.345764, 74.398354, 16.900431, 22.020506, 74.430946
210, 235126.003595, 235126.003595, 88.350868, 74.448410, 16.821304, 21.916191, 73.740265
211, 235126.025099, 235126.025099, 88.333900, 74.329926, 16.337934, 21.477755, 71.888748
212, 235126.047428, 235126.047428, 90.324028, 74.443153, 16.404305, 21.229847, 74.018593
213, 235126.063909, 235126.063909, 94.066864, 74.586258, 16.556585, 21.431446, 81.939674
214, 235126.075641, 235126.075641, 94.364815, 75.116577, 16.469200, 21.133657, 84.886223
215, 235126.085279, 235126.085279, 94.301559, 74.935555, 16.311935, 20.768856, 79.572380
216, 235126.094420, 235126.094420, 94.279610, 74.946190, 16.195021, 20.584728, 83.245171
217, 235126.103137, 235126.103137, 94.264412, 74.923775, 16.164589, 20.492029, 83.843880
218, 235126.112311, 235126.112311, 94.252632, 74.938049, 16.166958, 20.363691, 83.228424
219, 235126.121446, 235126.121446, 94.538490, 74.944778, 16.133896, 20.217886, 79.731041
220, 235126.130473, 235126.130473, 96.331436, 75.109436, 16.200779, 20.394463, 81.013397
221, 235126.139565, 235126.139565, 98.366302, 75.433731, 15.790936, 22.877501, 88.486778
222, 235126.148645, 235126.148645, 103.241882, 76.023659, 16.329733, 20.185411, 94.419449
223, 235126.199060, 235126.199060, 104.768051, 76.845268, 15.794959, 24.666426, 99.514969
224, 235126.235611, 235126.235611, 104.921356, 76.869240, 15.871012, 23.668516, 96.322845
225, 235126.249919, 235126.249919, 105.363243, 76.898094, 15.929434, 22.695511, 98.209671
226, 235126.258967, 235126.258967, 105.959747, 76.995750, 16.522758, 20.418669, 98.711792
227, 235126.267999, 235126.267999, 105.990768, 76.985786, 16.454590, 20.309202, 99.609886
228, 235126.290807, 235126.290807, 106.021515, 76.989403, 16.516060, 20.228102, 98.509148
229, 235126.309657, 235126.309657, 106.021515, 76.989403, 16.516060, 20.228102, 98.509148
230, 235126.380839, 235126.380839, 105.876923, 76.880524, 16.686346, 20.485336, 100.817162
231, 235126.390554, 235126.390554, 105.860344, 76.837212, 16.807104, 20.446398, 102.071617
232, 235126.400590, 235126.400590, 105.813225, 76.873878, 16.470243, 20.400881, 97.653152
233, 235126.409037, 235126.409037, 105.953148, 76.844971, 16.811867, 20.322811, 100.946121
234, 235126.419025, 235126.419025, 105.860550, 76.870758, 16.613953, 20.347992, 97.874283
235, 235126.428743, 235126.428743, 105.837181, 76.797508, 16.808729, 20.379976, 100.783936
236, 235126.437448, 235126.437448, 105.797234, 76.804596, 16.753515, 20.649075, 103.306480
237, 235126.445788, 235126.445788, 105.908180, 76.742165, 17.096893, 20.363230, 101.131622
238, 235126.454157, 235126.454157, 105.880791, 76.711906, 17.064226, 20.312546, 99.831978
239, 235126.463405, 235126.463405, 105.805412, 76.713066, 17.015530, 20.148159, 99.123474
240, 235126.471633, 235126.471633, 105.781937, 76.665993, 17.145290, 19.824108, 96.807365
241, 235126.480334, 235126.480334, 105.829155, 76.774750, 16.831194, 20.291382, 99.070892
242, 235126.522374, 235126.522374, 105.733253, 76.627480, 17.059336, 19.934046, 96.423706
243, 235126.541699, 235126.541699, 105.727287, 76.654411, 16.804911, 20.003481, 98.599937
244, 235126.559212, 235126.559212, 105.774025, 76.617081, 16.726992, 19.949020, 99.979332
245, 235126.585923, 235126.585923, 105.812325, 76.589378, 16.804274, 19.979216, 99.185883
246, 235126.594958, 235126.594958, 105.755096, 76.649445, 16.812622, 19.891685, 100.358383
247, 235126.605051, 235126.605051, 105.853668, 76.671074, 16.437618, 20.082462, 98.512840
248, 235126.617778, 235126.617778, 105.815399, 76.544838, 16.666151, 20.084593, 97.565529
249, 235126.628088, 235126.628088, 105.904243, 76.525139, 16.477533, 19.954123, 104.142952
250, 235126.637685, 235126.637685, 105.751060, 76.591316, 16.524578, 20.018152, 97.996185
251, 235126.646478, 235126.646478, 105.844383, 76.589134, 16.718100, 19.889036, 101.431007
252, 235126.655090, 235126.655090, 105.773048, 76.649429, 16.665312, 19.937794, 99.719345
253, 235126.664299, 235126.664299, 105.754730, 76.539948, 16.566160, 19.894272, 99.524849
254, 235126.672587, 235126.672587, 105.552818, 76.492615, 16.649996, 19.521990, 101.281502
255, 235126.682154, 235126.682154, 105.761139, 76.467690, 16.566217, 19.877092, 98.315323
256, 235126.691032, 235126.691032, 105.629288, 76.551926, 16.722847, 19.645254, 100.284851
257, 235126.707003, 235126.707003, 105.703278, 76.571938, 16.450153, 19.961260, 98.188522
258, 235126.729812, 235126.729812, 105.560913, 76.444168, 16.877476, 19.821596, 97.657463
259, 235126.785968, 235126.785968, 106.452545, 76.182419, 16.506483, 19.844961, 100.630089
260, 235126.796836, 235126.796836, 108.123726, 75.803726, 16.157557, 20.201120, 100.664062
261, 235126.811118, 235126.811118, 110.360931, 75.028244, 15.942770, 19.697727, 104.110291
262, 235126.820592, 235126.820592, 110.941925, 74.550117, 15.373617, 20.162031, 102.813698
263, 235126.832158, 235126.832158, 110.840988, 74.558823, 15.447675, 19.618176, 102.830948
264, 235126.842956, 235126.842956, 111.026184, 74.722466, 15.973425, 19.982340, 103.502235
265, 235126.852481, 235126.852481, 110.926025, 74.672157, 15.716317, 19.904341, 100.478416
266, 235126.861019, 235126.861019, 110.899017, 74.470444, 15.997543, 19.960028, 103.328323
267, 235126.870385, 235126.870385, 110.916908, 74.542793, 16.167645, 19.930105, 104.917534
268, 235126.881705, 235126.881705, 110.871140, 74.490089, 16.378765, 19.756042, 106.452843
269, 235126.890221, 235126.890221, 110.935257, 74.480736, 16.209232, 20.168659, 104.812729
270, 235126.898409, 235126.898409, 110.836113, 74.434479, 16.166624, 20.047459, 103.846352
271, 235126.935489, 235126.935489, 110.895668, 74.415787, 16.277998, 20.200218, 105.509399
272, 235126.988066, 235126.988066, 110.968803, 74.472862, 16.261175, 20.374126, 105.113052
273, 235127.001398, 235127.001398, 110.974693, 74.448418, 16.310173, 20.468409, 107.734550
274, 235127.014855, 235127.014855, 110.941307, 74.421783, 16.411875, 20.576105, 108.735817
275, 235127.026267, 235127.026267, 110.939079, 74.485001, 16.481197, 20.577909, 106.704041
276, 235127.034517, 235127.034517, 110.987572, 74.450943, 16.332935, 20.670355, 107.650238
277, 235127.043824, 235127.043824, 111.005104, 74.472504, 16.401745, 20.419571, 107.860680
278, 235127.052747, 235127.052747, 111.042229, 74.555435, 16.370134, 20.545246, 109.364891
279, 235127.061776, 235127.061776, 110.996986, 74.475449, 16.461874, 20.695200, 110.105385
280, 235127.071144, 235127.071144, 110.975670, 74.532036, 16.304241, 20.791126, 107.836739
281, 235127.079606, 235127.079606, 110.957626, 74.392754, 16.523710, 20.185961, 106.012856
282, 235127.097201, 235127.097201, 111.023407, 74.441139, 16.580727, 20.416536, 109.126404
283, 235127.135044, 235127.135044, 111.104065, 74.464592, 16.527506, 20.522339, 106.093460
284, 235127.187832, 235127.187832, 91.524353, 83.364204, 18.316885, 21.660213, 77.978577
285, 235127.205117, 235127.205117, 80.280632, 90.800346, 19.193850, 21.725672, 58.093834
286, 235127.219523, 235127.219523, 77.206177, 93.625931, 19.051704, 21.722631, 60.380672
287, 235127.234528, 235127.234528, 72.046280, 98.332985, 19.432070, 21.747398, 39.849258
288, 235127.247823, 235127.247823, 68.208046, 102.438309, 18.975683, 21.451269, 32.937553
289, 235127.260995, 235127.260995, 65.768776, 105.265961, 19.127651, 21.419552, 24.269533
290, 235127.272018, 235127.272018, 65.623787, 105.396500, 19.279503, 21.778620, 26.456453
291, 235127.281344, 235127.281344, 65.687447, 105.363205, 19.106983, 21.704060, 26.190393
292, 235127.290657, 235127.290657, 65.776184, 105.357323, 19.051630, 21.800823, 25.222029
293, 235127.302671, 235127.302671, 65.776184, 105.357323, 19.051630, 21.800823, 25.222029
294, 235127.362398, 235127.362398, 66.270004, 104.910858, 19.222139, 22.078566, 22.108419
295, 235127.388650, 235127.388650, 66.266487, 104.772331, 19.085056, 21.937660, 20.940870
296, 235127.437179, 235127.437179, 66.427010, 104.453743, 19.586836, 22.082903, 27.489113
297, 235127.448360, 235127.448360, 66.531990, 104.649132, 19.635931, 21.900730, 25.603544
298, 235127.457539, 235127.457539, 66.516602, 104.564415, 19.721840, 21.697762, 28.612797
299, 235127.466768, 235127.466768, 66.409706, 104.525581, 19.642017, 22.001003, 24.467663
300, 235127.478130, 235127.478130, 65.141678, 105.128380, 19.494913, 22.038145, 23.593348
301, 235127.486740, 235127.486740, 62.538609, 106.125008, 18.945065, 22.017155, 19.846737
302, 235127.497122, 235127.497122, 60.552921, 106.498505, 18.790634, 21.531425, 18.915007
303, 235127.505856, 235127.505856, 60.534000, 106.423676, 18.582533, 21.844635, 19.793777
