frame,timestamp_video,timestamp_pupildata,x,y,a,b,p
30, 235396.029363, 235396.029363, 45.666573, 141.613342, 26.076290, 27.944681, 115.625267
31, 235396.093649, 235396.093649, 42.697529, 154.820633, 23.074972, 28.041203, 108.280487
32, 235396.110334, 235396.110334, 42.823235, 154.565582, 22.821007, 28.087339, 103.572876
33, 235396.120109, 235396.120109, 42.871498, 154.602676, 22.707928, 28.315893, 104.942795
34, 235396.128879, 235396.128879, 43.077621, 154.616043, 22.989511, 28.007477, 105.271431
35, 235396.137161, 235396.137161, 43.221798, 154.777557, 22.868887, 28.085234, 103.474274
36, 235396.148550, 235396.148550, 43.317856, 154.591095, 22.865547, 27.850542, 104.810692
37, 235396.159008, 235396.159008, 43.260513, 154.631561, 22.716438, 27.936121, 104.628334
38, 235396.168235, 235396.168235, 43.420055, 154.694733, 22.986429, 27.745661, 105.582161
39, 235396.177095, 235396.177095, 43.447258, 154.814972, 22.887321, 27.905918, 106.347481
40, 235396.194406, 235396.194406, 43.428345, 154.773270, 22.846222, 28.016550, 105.161980
41, 235396.226951, 235396.226951, 43.474346, 154.858627, 22.865047, 27.699371, 104.597435
42, 235396.259629, 235396.259629, 43.682590, 154.872665, 22.359203, 27.913980, 106.394814
43, 235396.285660, 235396.285660, 43.765709, 154.943970, 22.249725, 27.323330, 104.219269
44, 235396.304655, 235396.304655, 43.752293, 154.993546, 21.953114, 27.527151, 102.787010
45, 235396.319598, 235396.319598, 43.738064, 154.930206, 22.049221, 27.249275, 103.514137
46, 235396.327704, 235396.327704, 43.749893, 154.960083, 21.964951, 27.382828, 102.600449
47, 235396.358860, 235396.358860, 43.592892, 155.050171, 21.754953, 27.215944, 105.767921
48, 235396.377285, 235396.377285, 45.369949, 155.615173, 21.764830, 28.385052, 101.642487
49, 235396.391196, 235396.391196, 48.552269, 156.370071, 21.515955, 27.263676, 100.016457
50, 235396.450251, 235396.450251, 50.283669, 156.996582, 21.388489, 28.354521, 98.445717
51, 235396.473562, 235396.473562, 50.443783, 157.206314, 21.452503, 27.078737, 98.434196
52, 235396.483539, 235396.483539, 50.457245, 157.278732, 21.171852, 27.036364, 98.948036
53, 235396.495082, 235396.495082, 50.487217, 157.261536, 21.283504, 26.870756, 97.278465
54, 235396.504572, 235396.504572, 50.516933, 157.371948, 21.395048, 26.900784, 96.935715
55, 235396.542502, 235396.542502, 50.653351, 157.316330, 21.286184, 26.971664, 95.775459
56, 235396.557203, 235396.557203, 50.869354, 157.287827, 21.218948, 26.992987, 96.723145
57, 235396.575692, 235396.575692, 51.007328, 157.284256, 21.415966, 27.055399, 96.272484
58, 235396.627559, 235396.627559, 51.418213, 157.473633, 21.249126, 26.917591, 95.369713
59, 235396.651040, 235396.651040, 51.547997, 157.415344, 21.184027, 26.906441, 96.791832
60, 235396.663553, 235396.663553, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
61, 235396.678519, 235396.678519, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
62, 235396.690731, 235396.690731, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
63, 235396.704999, 235396.704999, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
64, 235396.716993, 235396.716993, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
65, 235396.762268, 235396.762268, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
66, 235396.785912, 235396.785912, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
67, 235396.859278, 235396.859278, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
68, 235396.891625, 235396.891625, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
69, 235396.907977, 235396.907977, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
70, 235396.928228, 235396.928228, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
71, 235396.949754, 235396.949754, 62.549675, 151.527771, 22.360273, 27.037245, 83.347740
72, 235396.973522, 235396.973522, 62.513329, 151.497604, 22.985613, 26.987204, 82.959557
73, 235396.987419, 235396.987419, 62.609058, 151.345444, 22.930464, 27.165569, 81.843376
74, 235396.999183, 235396.999183, 62.620335, 151.296310, 23.015978, 27.075575, 81.488655
75, 235397.008682, 235397.008682, 62.542164, 151.278488, 22.968504, 27.030449, 79.447227
76, 235397.017681, 235397.017681, 62.586327, 151.255066, 23.063644, 27.210241, 82.366493
77, 235397.026311, 235397.026311, 62.584171, 151.213425, 22.731730, 27.164909, 79.820213
78, 235397.035150, 235397.035150, 62.574753, 150.943420, 23.353292, 26.990305, 81.742668
79, 235397.045523, 235397.045523, 62.508690, 151.115753, 22.807364, 27.327555, 78.983177
80, 235397.144812, 235397.144812, 61.865101, 151.559250, 23.203556, 27.657433, 84.847412
81, 235397.155021, 235397.155021, 61.245094, 151.862213, 23.329315, 27.645754, 83.424522
82, 235397.165202, 235397.165202, 61.378189, 151.921417, 23.369301, 27.463089, 84.685310
83, 235397.178831, 235397.178831, 61.497955, 151.702271, 23.181561, 27.632248, 87.000183
84, 235397.188371, 235397.188371, 61.633099, 151.884567, 23.321016, 27.608912, 85.577271
85, 235397.202821, 235397.202821, 61.693821, 151.818527, 23.639839, 27.826748, 81.761452
86, 235397.212251, 235397.212251, 61.600639, 151.669937, 23.518135, 27.877272, 83.432343
87, 235397.222739, 235397.222739, 61.740124, 151.748672, 23.576893, 27.756668, 84.370201
88, 235397.231901, 235397.231901, 61.734596, 151.713348, 23.671091, 27.873013, 85.787125
89, 235397.241067, 235397.241067, 61.858490, 151.844620, 23.589039, 27.928991, 81.588211
90, 235397.249436, 235397.249436, 61.958950, 151.833008, 23.487617, 27.814629, 82.238899
91, 235397.257770, 235397.257770, 61.968685, 151.912598, 23.659601, 27.843811, 79.988647
92, 235397.266405, 235397.266405, 61.933250, 151.804138, 23.725882, 27.854851, 83.127647
93, 235397.275032, 235397.275032, 62.055222, 151.850388, 23.599752, 27.763577, 82.059471
94, 235397.283513, 235397.283513, 61.990154, 151.928955, 23.765316, 27.795477, 80.926262
95, 235397.291542, 235397.291542, 62.100136, 152.229858, 23.296551, 27.763939, 82.358871
96, 235397.305089, 235397.305089, 62.101143, 152.187607, 22.870777, 27.437510, 86.623978
97, 235397.362452, 235397.362452, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
98, 235397.405718, 235397.405718, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
99, 235397.423948, 235397.423948, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
100, 235397.437443, 235397.437443, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
101, 235397.450376, 235397.450376, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
102, 235397.463761, 235397.463761, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
103, 235397.480139, 235397.480139, 60.764915, 153.218231, 20.616394, 25.699606, 95.751312
104, 235397.495097, 235397.495097, 60.285301, 153.559753, 21.723322, 26.774263, 89.037910
105, 235397.518301, 235397.518301, 60.217258, 153.226578, 22.551119, 26.692623, 85.983322
106, 235397.533891, 235397.533891, 60.128368, 153.041458, 22.864141, 26.858158, 88.022812
107, 235397.551863, 235397.551863, 59.996094, 152.726456, 22.659826, 27.044357, 84.910797
108, 235397.604080, 235397.604080, 59.694416, 152.498581, 23.063089, 26.866835, 87.614296
109, 235397.625863, 235397.625863, 59.754452, 152.339584, 23.013689, 26.950632, 89.033417
110, 235397.634414, 235397.634414, 59.736168, 152.323105, 23.155554, 26.935402, 85.216110
111, 235397.653058, 235397.653058, 59.778774, 152.084442, 22.800507, 27.022064, 87.360786
112, 235397.666238, 235397.666238, 60.072861, 151.862488, 22.955690, 27.162945, 87.156532
113, 235397.681740, 235397.681740, 60.367817, 151.546478, 23.007536, 27.050365, 85.124237
114, 235397.691293, 235397.691293, 60.414646, 151.498901, 23.025261, 27.208731, 87.848129
115, 235397.699867, 235397.699867, 60.330006, 151.682175, 23.030882, 27.236729, 85.217148
116, 235397.709555, 235397.709555, 60.464878, 151.603378, 23.019344, 27.054052, 87.074585
117, 235397.718321, 235397.718321, 60.359230, 151.673233, 23.205969, 27.190048, 84.134789
118, 235397.727032, 235397.727032, 60.389580, 151.619797, 23.089588, 27.207497, 87.829697
119, 235397.735329, 235397.735329, 60.349041, 151.681168, 23.125784, 27.268555, 85.599060
120, 235397.745172, 235397.745172, 60.348560, 151.659027, 23.114868, 27.278620, 84.547821
121, 235397.906788, 235397.906788, 60.759918, 152.341156, 23.307636, 27.619846, 83.657501
122, 235397.923395, 235397.923395, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
123, 235397.950547, 235397.950547, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
124, 235397.971795, 235397.971795, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
125, 235397.993080, 235397.993080, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
126, 235398.011798, 235398.011798, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
127, 235398.024495, 235398.024495, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
128, 235398.033625, 235398.033625, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
129, 235398.085012, 235398.085012, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
130, 235398.102318, 235398.102318, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
131, 235398.155181, 235398.155181, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
132, 235398.194625, 235398.194625, 62.254608, 153.318558, 23.291584, 28.059746, 84.063087
133, 235398.210278, 235398.210278, 62.258579, 153.246964, 23.610470, 28.228189, 86.025711
134, 235398.223078, 235398.223078, 62.308445, 152.978470, 23.771072, 28.019941, 87.802048
135, 235398.234667, 235398.234667, 62.243401, 153.069229, 23.591999, 28.350166, 86.017555
136, 235398.245227, 235398.245227, 62.264366, 153.139389, 23.780024, 28.420332, 84.583427
137, 235398.254399, 235398.254399, 62.194302, 153.185135, 23.570230, 28.434919, 85.542427
138, 235398.266760, 235398.266760, 62.223087, 152.953506, 23.733931, 27.943172, 87.240898
139, 235398.276167, 235398.276167, 62.185978, 153.050064, 23.744364, 28.090971, 85.112617
140, 235398.300197, 235398.300197, 62.132538, 153.068604, 23.728008, 28.080137, 84.629570
141, 235398.367379, 235398.367379, 61.872208, 152.961105, 24.010305, 28.624823, 87.049629
142, 235398.390216, 235398.390216, 61.767143, 152.929657, 23.986740, 28.748432, 87.071976
143, 235398.431177, 235398.431177, 61.546097, 152.987488, 24.346674, 28.999828, 88.083344
144, 235398.439885, 235398.439885, 61.563179, 152.996307, 24.298353, 29.143435, 86.357582
145, 235398.451995, 235398.451995, 61.543880, 152.978760, 24.286615, 29.155052, 88.486359
146, 235398.463854, 235398.463854, 61.367691, 153.410156, 24.645716, 28.825014, 88.951241
147, 235398.472676, 235398.472676, 60.321716, 154.737808, 24.051773, 29.230219, 85.808708
148, 235398.482259, 235398.482259, 59.499714, 156.410675, 23.730295, 29.127634, 88.053780
149, 235398.491196, 235398.491196, 58.663635, 158.044144, 23.567543, 28.873886, 89.309769
150, 235398.501273, 235398.501273, 58.032177, 160.013977, 22.576834, 29.280626, 90.442726
151, 235398.510036, 235398.510036, 58.150242, 159.988739, 22.337500, 29.093143, 90.819717
152, 235398.518757, 235398.518757, 58.303978, 160.000504, 22.537046, 29.110132, 91.164810
153, 235398.530030, 235398.530030, 58.438023, 159.872345, 22.466251, 29.033285, 91.101173
154, 235398.561224, 235398.561224, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
155, 235398.586073, 235398.586073, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
156, 235398.634845, 235398.634845, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
157, 235398.649335, 235398.649335, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
158, 235398.659575, 235398.659575, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
159, 235398.673971, 235398.673971, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
160, 235398.686822, 235398.686822, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
161, 235398.696797, 235398.696797, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
162, 235398.707035, 235398.707035, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
163, 235398.718656, 235398.718656, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
164, 235398.729392, 235398.729392, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
165, 235398.740495, 235398.740495, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
166, 235398.751605, 235398.751605, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
167, 235398.770959, 235398.770959, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
168, 235398.787679, 235398.787679, 0.000000, 0.000000, 0.000000, 0.000000, -90.000000
169, 235398.886433, 235398.886433, 37.858849, 158.037888, 20.454046, 27.632828, 114.983414
170, 235398.902544, 235398.902544, 37.796555, 157.805481, 20.829681, 28.114815, 112.973198
171, 235398.914045, 235398.914045, 37.862057, 157.564194, 20.806097, 28.010929, 114.562210
172, 235398.923495, 235398.923495, 37.870670, 157.591797, 20.718296, 28.011320, 114.084412
173, 235398.931773, 235398.931773, 37.838806, 157.539383, 20.935356, 27.989759, 114.832558
174, 235398.940900, 235398.940900, 37.876343, 157.585464, 20.788471, 28.034859, 113.982536
175, 235398.948955, 235398.948955, 37.892902, 157.411926, 21.042774, 27.990391, 114.776848
176, 235398.958280, 235398.958280, 37.905560, 157.520660, 20.946333, 28.086191, 115.204659
177, 235398.966535, 235398.966535, 37.906658, 157.437271, 20.987780, 28.010199, 115.039185
178, 235398.988726, 235398.988726, 38.014496, 157.428711, 21.187124, 27.901083, 115.830482
179, 235399.011318, 235399.011318, 38.115856, 157.439865, 21.302351, 28.020477, 114.084061
180, 235399.029001, 235399.029001, 38.128609, 157.425735, 21.316133, 28.039982, 113.421288
181, 235399.069803, 235399.069803, 38.221157, 157.475021, 21.216406, 28.287785, 113.536385
182, 235399.078822, 235399.078822, 38.210976, 157.440018, 21.416870, 28.273310, 113.708160
183, 235399.087342, 235399.087342, 38.186001, 157.447754, 21.343452, 28.383772, 113.496552
184, 235399.096354, 235399.096354, 38.170395, 157.413483, 21.364220, 28.427835, 113.625954
185, 235399.105333, 235399.105333, 38.209732, 157.420761, 21.373205, 28.425095, 113.401314
186, 235399.113796, 235399.113796, 38.233631, 157.442032, 21.422531, 28.214191, 114.005470
187, 235399.122922, 235399.122922, 38.290916, 157.429062, 21.448845, 28.638689, 114.273560
188, 235399.132178, 235399.132178, 38.214874, 157.458572, 21.453382, 28.445406, 113.285362
189, 235399.140672, 235399.140672, 38.217850, 157.447449, 21.354364, 28.576180, 113.782295
190, 235399.151841, 235399.151841, 38.255001, 157.450287, 21.366686, 28.725590, 114.112282
191, 235399.167388, 235399.167388, 38.244690, 157.400101, 21.484917, 28.470606, 114.080063
192, 235399.182472, 235399.182472, 37.472569, 157.603424, 21.287569, 28.404572, 115.477654
193, 235399.258086, 235399.258086, 37.478321, 157.508682, 21.339565, 28.258047, 113.150764
194, 235399.295587, 235399.295587, 37.387760, 157.491928, 21.361921, 27.996456, 114.318748
195, 235399.309031, 235399.309031, 37.530315, 157.504700, 21.095570, 28.185547, 113.829361
196, 235399.317399, 235399.317399, 37.481541, 157.588531, 21.209105, 27.883749, 112.428070
197, 235399.326401, 235399.326401, 37.506695, 157.665833, 21.137493, 27.690588, 111.341057
198, 235399.334519, 235399.334519, 37.493546, 157.540054, 21.228420, 27.908207, 113.650856
199, 235399.344547, 235399.344547, 37.581161, 157.743561, 21.118256, 27.890858, 112.331070
200, 235399.354299, 235399.354299, 37.632076, 157.732056, 21.030533, 27.841070, 112.849327
201, 235399.363271, 235399.363271, 37.536285, 157.650360, 21.056448, 27.604610, 112.133316
202, 235399.372102, 235399.372102, 37.562397, 157.670105, 20.933487, 27.675674, 112.533302
203, 235399.380999, 235399.380999, 37.635639, 157.604538, 20.983690, 27.833179, 112.587364
204, 235399.390268, 235399.390268, 37.736664, 157.683792, 20.981792, 27.822412, 112.723175
205, 235399.462556, 235399.462556, 37.889248, 157.649872, 20.786810, 27.623032, 113.040863
206, 235399.477146, 235399.477146, 37.855965, 157.723175, 20.755989, 27.507410, 113.492096
207, 235399.509671, 235399.509671, 37.862759, 157.525421, 20.736219, 27.415216, 112.492508
208, 235399.549948, 235399.549948, 37.817879, 157.201431, 20.742765, 27.123375, 113.119514
209, 235399.574162, 235399.574162, 37.715553, 157.185333, 20.762884, 27.223940, 113.143578
210, 235399.587192, 235399.587192, 37.705624, 157.178513, 20.816473, 27.124540, 113.918610
211, 235399.595752, 235399.595752, 37.683029, 157.235672, 20.788942, 27.239061, 113.524750
212, 235399.605243, 235399.605243, 37.528507, 157.189728, 20.664442, 26.946468, 112.492897
213, 235399.619265, 235399.619265, 37.547348, 157.231155, 20.771427, 27.145454, 111.817154
214, 235399.629340, 235399.629340, 37.538292, 157.190872, 20.654566, 27.127750, 112.424171
215, 235399.662410, 235399.662410, 37.529263, 157.229630, 20.692242, 27.048418, 114.169121
216, 235399.676960, 235399.676960, 37.283611, 157.112808, 20.785702, 26.583712, 113.662888
217, 235399.699507, 235399.699507, 37.328205, 157.148529, 20.655624, 26.718473, 114.039276
218, 235399.733763, 235399.733763, 37.250229, 157.256699, 20.255058, 26.652649, 112.856186
219, 235399.775163, 235399.775163, 37.032356, 157.350433, 20.293047, 26.721659, 113.099144
220, 235399.785463, 235399.785463, 37.114494, 157.355362, 20.250843, 26.676550, 112.580833
221, 235399.794178, 235399.794178, 36.948681, 157.299850, 20.433605, 26.519979, 112.831543
222, 235399.802892, 235399.802892, 37.036076, 157.396210, 20.210169, 26.709198, 111.939606
223, 235399.814767, 235399.814767, 37.060581, 157.287018, 20.078718, 26.785522, 114.418793
224, 235399.823581, 235399.823581, 37.037266, 157.338333, 20.094233, 26.814392, 112.348045
225, 235399.831965, 235399.831965, 37.016853, 157.285004, 20.104252, 26.484346, 113.363174
226, 235399.841377, 235399.841377, 37.026794, 157.352997, 20.226534, 26.627190, 112.328140
227, 235399.852168, 235399.852168, 36.943665, 157.347427, 20.184380, 26.647985, 111.214813
228, 235399.861533, 235399.861533, 36.939327, 157.341827, 20.246273, 26.362461, 111.638550
229, 235399.870451, 235399.870451, 37.001972, 157.376755, 20.223665, 26.503325, 112.977570
230, 235399.883725, 235399.883725, 37.011292, 157.342804, 20.213375, 26.636183, 111.977676
231, 235399.962854, 235399.962854, 36.985981, 157.349716, 20.232693, 26.379280, 111.886719
232, 235399.991788, 235399.991788, 36.991367, 157.424820, 20.321960, 26.607368, 112.235420
233, 235400.011857, 235400.011857, 37.166752, 157.366501, 20.077475, 26.479559, 112.886856
234, 235400.029536, 235400.029536, 37.189880, 157.377731, 20.113964, 26.826267, 113.038696
235, 235400.043188, 235400.043188, 37.112411, 157.333771, 20.029074, 26.679527, 113.547256
236, 235400.054089, 235400.054089, 37.183876, 157.375336, 20.118483, 26.808344, 113.054451
237, 235400.062817, 235400.062817, 37.185722, 157.354965, 20.060770, 26.833506, 112.858002
238, 235400.071565, 235400.071565, 37.086861, 157.391205, 20.179369, 26.767063, 111.928741
239, 235400.081331, 235400.081331, 37.140476, 157.398163, 20.326738, 26.706020, 112.180138
240, 235400.090454, 235400.090454, 37.137611, 157.399490, 20.203726, 26.765472, 111.840652
241, 235400.099539, 235400.099539, 37.174904, 157.377991, 20.112434, 26.797132, 113.264297
242, 235400.107939, 235400.107939, 37.204235, 157.418625, 20.244932, 26.958698, 112.701469
243, 235400.135392, 235400.135392, 37.102791, 157.382828, 20.294373, 26.800896, 111.511276
244, 235400.199319, 235400.199319, 37.225536, 157.360840, 20.154366, 26.824818, 112.952118
245, 235400.228243, 235400.228243, 37.425434, 157.529800, 20.280350, 27.329132, 114.312988
246, 235400.244838, 235400.244838, 37.227940, 157.509949, 20.528622, 27.044662, 112.912697
247, 235400.263466, 235400.263466, 37.530869, 157.417404, 20.521448, 27.271845, 113.535011
248, 235400.273699, 235400.273699, 37.340366, 157.419678, 20.445240, 27.256081, 111.050674
249, 235400.282172, 235400.282172, 37.536522, 157.381210, 20.425730, 27.213043, 112.329300
250, 235400.291031, 235400.291031, 37.470291, 157.493973, 20.718632, 27.229691, 113.475082
251, 235400.299330, 235400.299330, 37.270725, 157.385391, 20.489845, 27.031073, 109.874229
252, 235400.308715, 235400.308715, 37.327976, 157.559250, 20.562160, 27.202423, 114.238464
253, 235400.317923, 235400.317923, 37.345974, 157.492264, 20.721096, 27.220442, 113.837318
254, 235400.326452, 235400.326452, 37.284367, 157.395538, 20.825462, 27.216454, 113.732513
255, 235400.334524, 235400.334524, 37.315639, 157.452209, 20.751560, 27.267853, 109.666435
256, 235400.342695, 235400.342695, 37.286110, 157.372025, 20.980871, 27.477858, 112.880127
257, 235400.353444, 235400.353444, 37.347248, 157.349625, 20.996460, 27.744070, 113.195503
258, 235400.374073, 235400.374073, 37.375645, 157.302261, 20.815329, 27.463120, 111.042343
259, 235400.388090, 235400.388090, 37.144333, 157.218292, 20.895145, 27.540655, 113.290771
260, 235400.464583, 235400.464583, 36.783703, 157.266068, 20.992123, 27.456640, 114.899895
261, 235400.508707, 235400.508707, 37.113293, 157.258804, 21.062283, 28.040546, 113.000961
262, 235400.519963, 235400.519963, 36.956585, 157.159470, 21.195940, 27.919735, 114.397766
263, 235400.529705, 235400.529705, 36.963108, 157.168167, 21.161858, 27.755102, 115.114296
264, 235400.540574, 235400.540574, 36.937462, 157.229340, 21.127129, 28.025820, 115.320152
265, 235400.550577, 235400.550577, 36.976875, 157.191910, 21.156336, 27.682634, 114.876549
266, 235400.559290, 235400.559290, 37.027840, 157.177704, 21.015051, 27.888124, 114.384102
267, 235400.567246, 235400.567246, 36.882118, 157.066467, 21.123230, 27.597868, 114.140678
268, 235400.579919, 235400.579919, 36.973824, 157.171814, 21.030777, 27.769199, 113.147461
269, 235400.589023, 235400.589023, 36.914207, 157.124161, 21.161619, 27.574400, 112.965416
270, 235400.625424, 235400.625424, 37.034431, 157.228989, 21.134027, 27.859064, 115.150444
271, 235400.640347, 235400.640347, 37.101337, 157.096634, 20.945662, 27.776028, 111.969589
272, 235400.674003, 235400.674003, 37.034084, 157.085098, 20.975441, 27.341173, 112.582527
273, 235400.697578, 235400.697578, 37.247295, 157.225143, 21.088499, 27.428217, 113.268349
274, 235400.736229, 235400.736229, 37.143166, 157.060532, 20.728790, 27.090485, 114.050362
275, 235400.751470, 235400.751470, 37.196381, 157.235138, 20.439835, 26.872131, 114.775932
276, 235400.766151, 235400.766151, 37.343376, 157.472122, 20.331177, 27.151114, 115.195396
277, 235400.777579, 235400.777579, 37.308121, 157.324295, 20.372442, 26.816904, 112.934776
278, 235400.785853, 235400.785853, 37.251129, 157.319168, 20.172728, 26.848305, 113.382553
279, 235400.795283, 235400.795283, 37.302986, 157.262344, 20.268255, 26.799009, 113.644173
280, 235400.805144, 235400.805144, 37.299828, 157.365860, 20.379652, 26.710760, 113.437897
281, 235400.813737, 235400.813737, 37.228172, 157.318008, 20.273748, 26.609604, 113.304222
282, 235400.821457, 235400.821457, 37.250771, 157.345367, 20.247368, 26.710623, 113.687988
283, 235400.830067, 235400.830067, 37.265862, 157.316879, 20.307680, 26.689426, 114.029961
284, 235400.885352, 235400.885352, 37.205551, 157.400497, 20.054565, 26.541206, 113.651741
285, 235400.902692, 235400.902692, 37.334248, 157.317001, 20.020699, 26.565287, 113.874733
286, 235400.916977, 235400.916977, 37.229034, 157.343536, 19.964581, 26.713652, 112.842049
287, 235400.955082, 235400.955082, 37.288284, 157.436081, 20.197922, 26.260365, 114.226036
288, 235400.973493, 235400.973493, 37.416916, 157.436005, 19.974930, 26.258852, 115.519684
289, 235400.981738, 235400.981738, 37.387177, 157.441940, 20.055656, 26.511734, 113.141701
290, 235400.992001, 235400.992001, 37.367508, 157.444946, 20.146709, 26.309872, 113.601707
291, 235401.013199, 235401.013199, 37.478085, 157.490784, 20.132315, 26.370317, 114.368217
292, 235401.026387, 235401.026387, 37.488934, 157.493866, 20.068436, 26.323118, 113.473770
293, 235401.035375, 235401.035375, 37.547382, 157.514465, 20.035667, 26.391159, 113.577118
294, 235401.044264, 235401.044264, 37.536228, 157.442413, 19.959496, 26.189018, 113.425240
295, 235401.057819, 235401.057819, 37.590294, 157.499649, 19.915367, 26.528103, 114.000702
296, 235401.068999, 235401.068999, 37.593185, 157.524612, 20.018215, 26.346020, 113.835396
297, 235401.080893, 235401.080893, 37.507881, 157.511673, 20.174208, 26.091490, 113.524117
298, 235401.151086, 235401.151086, 37.527668, 157.491776, 19.979134, 26.461733, 113.773163
299, 235401.171790, 235401.171790, 37.484074, 157.523163, 20.068384, 26.507080, 112.741104
300, 235401.201628, 235401.201628, 37.500324, 157.535324, 20.222048, 26.432470, 112.818787
301, 235401.219574, 235401.219574, 37.443165, 157.462234, 19.983385, 26.693188, 113.882126
302, 235401.230406, 235401.230406, 37.366558, 157.536011, 20.154888, 26.845669, 113.257347
303, 235401.246148, 235401.246148, 37.492481, 157.543335, 20.062450, 26.630672, 113.270134
